"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6485","User tests","chromium","2026-07-31","passed","2026-07-31","","api/user.spec.ts","",""
"","2483","Product tests","chromium","2026-07-31","passed","2026-07-31","","api/products.spec.ts","",""
"","4018","Add to cart from products page","chromium","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","31456","Fill in the signup form and submit","chromium","2026-07-08","broken","2026-07-08","","ui/register.spec.ts","",""
"","6414","Search for a product","firefox","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","6628","Add to cart from product details page","webkit","2026-07-31","failed","2026-07-31","","ui/products.spec.ts","",""
"","8697","Add to cart from product details page","chromium","2026-07-31","failed","2026-07-31","","ui/products.spec.ts","",""
"","30703","Delete the created user account","firefox","2026-07-08","broken","2026-07-08","","ui/register.spec.ts","",""
"","6192","Add to cart from products page","webkit","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","9389","Increase product quantity in view products page","chromium","2026-07-31","failed","2026-07-31","","ui/products.spec.ts","",""
"","7090","Add to cart from product details page","firefox","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","30918","Fill in the signup form and submit","webkit","2026-07-08","broken","2026-07-08","","ui/register.spec.ts","",""
"","5612","Login with invalid credentials","webkit","2026-07-31","passed","2026-07-31","","ui/login.spec.ts","",""
"","4515","Verify Login API","chromium","2026-07-31","passed","2026-07-31","","api/login.spec.ts","",""
"","1611","User tests","webkit","2026-07-31","passed","2026-07-31","","api/user.spec.ts","",""
"","1765","Product tests","firefox","2026-07-31","passed","2026-07-31","","api/products.spec.ts","",""
"","8012","Increase product quantity in view products page","webkit","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","2123","Verify Login API","webkit","2026-07-31","passed","2026-07-31","","api/login.spec.ts","",""
"","9112","Increase product quantity in view products page","firefox","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","11398","Navigate to products page","webkit","2026-07-31","failed","2026-07-31","","ui/products.spec.ts","",""
"","6997","View product details","firefox","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","9218","Add a product to cart and checkout","firefox","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","8694","View product details","chromium","2026-07-31","failed","2026-07-31","","ui/products.spec.ts","",""
"","5077","Add to cart from products page","firefox","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","30331","Fill in the signup form and submit","firefox","2026-07-08","broken","2026-07-08","","ui/register.spec.ts","",""
"","8173","Delete a product from cart","firefox","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","6060","Add a product to cart and checkout","chromium","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","2067","Product tests","webkit","2026-07-31","passed","2026-07-31","","api/products.spec.ts","",""
"","1897","User tests","firefox","2026-07-31","passed","2026-07-31","","api/user.spec.ts","",""
"","23166","Navigate to signup page and register a new user","chromium","2026-07-31","failed","2026-07-31","","ui/register.spec.ts","",""
"","31097","Delete a product from cart","webkit","2026-07-31","broken","2026-07-31","","ui/products.spec.ts","",""
"","3894","Navigate to products page","chromium","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","11639","Search for a product","webkit","2026-07-31","failed","2026-07-31","","ui/products.spec.ts","",""
"","30621","Delete the created user account","chromium","2026-07-08","broken","2026-07-08","","ui/register.spec.ts","",""
"","1737","Verify Login API","firefox","2026-07-31","passed","2026-07-31","","api/login.spec.ts","",""
"","25986","Navigate to signup page and register a new user","webkit","2026-07-31","passed","2026-07-31","","ui/register.spec.ts","",""
"","34024","Delete the created user account","webkit","2026-07-08","broken","2026-07-08","","ui/register.spec.ts","",""
"","5072","Login with invalid credentials","chromium","2026-07-31","passed","2026-07-31","","ui/login.spec.ts","",""
"","5770","Login with invalid credentials","firefox","2026-07-31","passed","2026-07-31","","ui/login.spec.ts","",""
"","4735","Navigate to products page","firefox","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","7016","View product details","webkit","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","8108","Add a product to cart and checkout","webkit","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","6605","Search for a product","chromium","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","5692","Delete a product from cart","chromium","2026-07-31","passed","2026-07-31","","ui/products.spec.ts","",""
"","7174","Login with valid credentials","chromium","2026-07-31","passed","2026-07-31","","ui/login.spec.ts","",""
"","14569","Login with valid credentials","webkit","2026-07-31","passed","2026-07-31","","ui/login.spec.ts","",""
"","21105","Navigate to signup page and register a new user","firefox","2026-07-31","passed","2026-07-31","","ui/register.spec.ts","",""
"","6644","Login with valid credentials","firefox","2026-07-31","passed","2026-07-31","","ui/login.spec.ts","",""
